time,line color,cell load
952,Coverage Cell,10.140350877192983
950,Coverage Cell,10.105263157894736
950,Coverage Cell,10.0
946,Coverage Cell,9.929824561403509
946,Coverage Cell,9.894736842105264
944,Coverage Cell,9.859649122807017
941,Coverage Cell,9.859649122807017
937,Coverage Cell,9.929824561403509
937,Coverage Cell,10.0
935,Coverage Cell,10.035087719298247
935,Coverage Cell,10.105263157894736
932,Coverage Cell,10.140350877192983
932,Coverage Cell,10.17543859649123
930,Coverage Cell,10.210526315789474
930,Coverage Cell,10.24561403508772
928,Coverage Cell,10.280701754385966
928,Coverage Cell,10.385964912280702
926,Coverage Cell,10.421052631578949
926,Coverage Cell,10.456140350877195
924,Coverage Cell,10.49122807017544
924,Coverage Cell,10.526315789473685
921,Coverage Cell,10.526315789473685
919,Coverage Cell,10.56140350877193
917,Coverage Cell,10.526315789473685
915,Coverage Cell,10.526315789473685
915,Coverage Cell,10.49122807017544
913,Coverage Cell,10.456140350877195
913,Coverage Cell,10.385964912280702
910,Coverage Cell,10.350877192982457
910,Coverage Cell,10.280701754385966
908,Coverage Cell,10.24561403508772
908,Coverage Cell,10.140350877192983
906,Coverage Cell,10.105263157894736
906,Coverage Cell,9.964912280701753
904,Coverage Cell,9.929824561403509
904,Coverage Cell,9.75438596491228
902,Coverage Cell,9.719298245614034
902,Coverage Cell,9.578947368421053
899,Coverage Cell,9.543859649122808
899,Coverage Cell,9.43859649122807
897,Coverage Cell,9.403508771929825
897,Coverage Cell,9.333333333333334
895,Coverage Cell,9.298245614035087
895,Coverage Cell,9.228070175438596
893,Coverage Cell,9.192982456140351
893,Coverage Cell,9.157894736842104
888,Coverage Cell,9.087719298245613
886,Coverage Cell,9.087719298245613
884,Coverage Cell,9.12280701754386
884,Coverage Cell,9.157894736842104
880,Coverage Cell,9.228070175438596
880,Coverage Cell,9.298245614035087
877,Coverage Cell,9.333333333333334
877,Coverage Cell,9.368421052631579
875,Coverage Cell,9.403508771929825
875,Coverage Cell,9.43859649122807
873,Coverage Cell,9.473684210526317
873,Coverage Cell,9.508771929824562
866,Coverage Cell,9.6140350877193
864,Coverage Cell,9.6140350877193
862,Coverage Cell,9.649122807017543
860,Coverage Cell,9.6140350877193
857,Coverage Cell,9.6140350877193
